"group","SubID","LR","Out_Sens","Res_Cons","Loss_Aver","Gain_Impa","Loss_Impa","Deca_Rate","RL_weight"
"young",1,0.0384410577943636,0.630401574959505,1.20729516411253,1.05032280201664,-0.535034826457074,-1.91309890614929,0.669323165090531,0.660445753964026
"young",2,0.0456726153278245,0.630330954651341,1.62819142332492,0.205205233436577,-0.133366834181907,-1.42358000304871,0.427207010233143,0.719351776615316
"young",3,0.0454677340594573,0.602974470373146,1.39557161389997,0.383055171887104,-0.344822265215589,-1.71982589305983,0.493248987388552,0.68872316420638
"young",4,0.0357889792987354,0.635676977783319,1.067830579495,0.823789884519446,-0.229191624585735,-1.48445450618816,0.625835147641492,0.675970569785083
"young",5,0.0606548790641338,0.636275908942014,1.80296430235807,0.329245940335442,-0.61601972750811,-2.56101651918625,0.439911812078905,0.655563429757813
"young",6,0.0408807798164047,0.656224480006685,1.27477599660294,0.874719670758593,-0.87170929508983,-1.93181388396606,0.438684534338065,0.642933542138801
"young",7,0.0455802423243344,0.578240965124154,1.42310910177953,0.467108594114038,-1.04882374134663,-1.11515329877461,0.577685333279187,0.690802633718518
"young",8,0.0468562345996622,0.537441298882946,1.31714858700332,1.35580841211308,-1.36714849435061,-0.111528982606905,0.652065428186291,0.676346458975218
"young",9,0.0444428458547378,0.677168118548129,1.21698939730251,2.38158884853594,0.726342352334975,-0.22568698031597,0.695700809570732,0.709622313161894
"young",10,0.0559769040066211,0.553612343598722,1.69370431089165,2.03447415501404,0.16894402482199,-0.889425577293122,0.515695325333866,0.744016651522318
"young",11,0.0441450271917212,0.567434382887467,1.32975316051773,0.648727210631752,-0.108275661884838,-2.10724512014962,0.595709200879675,0.663464933657992
"young",12,0.0307912952689352,0.663942644673373,1.13741854321953,0.53131728874559,-0.924315334503271,1.07618002692174,0.636960594258967,0.634403575802226
"young",13,0.047497920699795,0.618057404508791,1.4104833976809,0.406842271195343,0.185504125036411,-2.634093906841,0.644945920612219,0.630520758417272
"young",14,0.0319294376124025,0.733620390752421,1.43487313194317,1.63425069364372,-0.394678261428559,-2.75068341792238,0.606231622226612,0.609624406491133
"young",15,0.0321860768175003,0.655493590594639,1.1277671833605,1.05258713644625,1.52169186893575,0.49842969060037,0.3591205871908,0.643662883177603
"young",16,0.0494932949203878,0.766464136810291,1.1686124731997,2.62638406624229,1.30714740763689,-0.369546750081035,0.624317802662986,0.683830807525857
"young",17,0.0371593204061909,0.609838069438742,1.0800948889059,0.783828674454814,0.755573132071654,-0.830751635178209,0.542233690965612,0.693113888970841
"young",18,0.034082277577762,0.635187966175434,1.1449237032454,0.503735670534552,-0.534058005141926,-1.97776970257255,0.665016700457431,0.650313539557648
"young",19,0.0403788659615303,0.721535571024798,1.28972278215459,1.46255901971017,-0.438582051867396,-1.78572765696085,0.486578733400087,0.67768282872001
"young",20,0.0327765713584617,0.670619747326097,0.925847375337796,0.844744431504717,-0.225346693541622,-0.83820792210783,0.456916840274089,0.677361810225838
"young",21,0.0382940673736695,0.590334456631912,1.20279025039972,0.813621099723517,-0.995447185804761,-1.2552340617311,0.487471062628932,0.669453448400331
"young",22,0.0378939706433324,0.669135232596446,1.28768276132173,0.325142670399375,1.42369347924345,1.25236652840211,0.345429011639129,0.635528265184656
"young",23,0.053721006824068,0.615018383527793,1.29822058236144,1.90266905335329,1.47555573369093,-1.1165750651056,0.459745715329158,0.66939317973038
"young",24,0.0346873915328008,0.601168175948287,1.8099276784375,0.393889759224461,-1.80411296000646,-2.3558415139602,0.468470955689883,0.60387865335339
"young",25,0.0335536854111189,0.642911543339133,0.985049125477711,0.76061252689749,-0.39395460469466,-1.16496494657089,0.628898856258871,0.672195946791624
"young",26,0.0304664247406957,0.695273965520758,1.08283883632484,1.21342865186215,1.53192947425346,-1.25956145445592,0.335991099083354,0.640525546774757
"young",27,0.0433626522197943,0.664001257741159,1.32555737711299,1.26400725846765,1.93040136398275,0.0478221991226784,0.323701829710094,0.648691006162595
"young",28,0.0560536279973265,0.818137213146087,1.25922737025531,2.15856088853484,0.543437917369734,-1.31752413062069,0.565139239786235,0.701340399011027
"young",29,0.0432971739576113,0.639778633131414,1.08578203184769,1.26794446715628,1.25876516714051,-0.305866048969591,0.577886903776293,0.674483835558521
"young",30,0.0561440725574064,0.547919643522006,1.6816270337754,0.559404563077421,-0.974601308404548,-2.1906166012878,0.571915929329546,0.660882804731297
"young",31,0.0470413699394266,0.628651486257902,1.33015270108582,0.309681125856569,-0.54174867952457,-1.20257459710173,0.499820564272908,0.704284486809819
"young",32,0.0451296082607536,0.587449111056858,1.10401574331078,0.654076909547414,0.534870806713396,-0.563678961931687,0.521273095379755,0.699657679218888
"young",33,0.0524098501156481,0.60248760520782,1.3452879621178,1.56628395950899,1.67390585858843,0.459057746603637,0.475752462475096,0.657882930077953
"young",34,0.0582264351905763,0.741984352716177,1.26306481327713,2.16490671022665,1.30575229276785,0.1375990989304,0.374169967865668,0.682026852616152
"young",35,0.0452539149540234,0.597907809369014,1.24991862874917,0.592013156765814,-0.0424207089551081,-2.00719301047287,0.539783928447698,0.664002062532319
"young",36,0.0373289689996476,0.682828291980306,1.32844530071427,1.1690729540702,2.05558685315268,-0.610673037672127,0.477199464260347,0.642693183706956
"young",37,0.0592197307092416,0.671570648180467,1.60546424681908,1.40483150799984,-0.477298013957665,-1.26039511508493,0.510994012927022,0.720830102633152
"young",38,0.0570286778041964,0.51482525431744,1.5976177042719,1.49852679452085,0.241438073734252,-2.14114586000481,0.498997966227077,0.683283871254294
"young",39,0.0438917973122962,0.613447759207136,1.56206815063884,1.11466191555592,-1.64282801153608,-1.64023240347368,0.598077368954753,0.646570106765773
"young",40,0.0321183334785044,0.562053443227871,1.55127520707885,0.776990086065205,-2.24180883299942,-1.220620114161,0.58855319788145,0.609665117839406
"young",41,0.0274535513825434,0.629173512474638,1.63353230168715,0.719153620288299,-2.08785383023414,-2.23444297304478,0.545678057718123,0.574771077321198
"young",42,0.0372960448306234,0.631103891886422,0.988804008316499,0.873252251092044,0.811515485502788,-0.351427391862295,0.633074913257021,0.684212426043313
"young",43,0.031403172360617,0.656006407955476,1.04168194982032,1.36459569715336,-0.178383181285274,0.289684170272218,0.47751294401421,0.682105885186421
"young",44,0.0524986084617745,0.640761329257555,1.90244240273083,1.17126326549729,0.0851013640936659,-1.91470649740182,0.577494264585089,0.710758716997432
"young",45,0.0519881910023829,0.769109920404991,1.27257876627474,2.05096239242052,1.36903989267664,0.377514183363543,0.482499334055283,0.67687564731978
"young",46,0.0372727561711717,0.672237308262373,1.10792631905312,1.21848718507809,0.983070412110895,-0.506596698701109,0.858420508726667,0.690453570702979
"young",47,0.0378996723137711,0.646089582374821,1.23061817506207,0.342690306973933,1.30867291369311,-1.38244975694145,0.396222393234666,0.661798576268875
"young",48,0.0309200296140439,0.649872617408303,1.93869447800286,0.446916960353671,-2.9776302090551,-1.42024032305312,0.59806897922075,0.559135735736905
"young",49,0.0329984119891789,0.643089023108457,1.0641705208386,0.644164223460955,-0.178468015907468,-1.64849127202714,0.541070140613849,0.661620215859067
"young",50,0.0374976460267261,0.582965453548712,1.25537290115587,0.718631168250967,-1.06229839726073,-0.889383047913036,0.327645531253404,0.678352059822261
"young",51,0.035290471795094,0.65538377823354,1.48142167059878,1.48991156819727,2.53164159882046,0.379280372129754,0.361487164891062,0.600948327509641
"young",52,0.055796011714941,0.540106403298633,1.52053125788344,0.722888052567779,-0.394422433219113,-1.92843465761832,0.589619426191036,0.687047645220693
"young",53,0.0495859258746624,0.566148732343444,1.1704912865173,0.619385742402685,0.505699105976122,-1.29165356543924,0.588745975966974,0.693549102034558
"young",54,0.0364463911037897,0.643349904442192,1.23651876113087,0.329405531089966,-1.16769526850056,-1.36176300417959,0.685361640837523,0.662593288439668
"young",55,0.0386937900857137,0.676869236616783,1.23848999926848,0.976072309002225,1.96479023230284,-0.147402327040944,0.352697565045887,0.639296877568624
"young",56,0.0311778787022493,0.716560143234325,1.05649680738112,0.801675610843632,1.06652071181181,0.744324833021827,0.435902374034147,0.652624085405777
"young",57,0.0365758937282004,0.6399069650458,1.0966424578522,0.43809073154142,-0.837123978135252,-1.10085555636602,0.556802432484468,0.673372605855242
"young",58,0.0367046764802166,0.693000960462883,1.07940413575834,0.968563395014946,1.27461262347921,-1.06173173106192,0.478460447122442,0.662798636408967
"young",59,0.0442911991209817,0.598319294987737,1.04351052281265,0.926784871405058,-0.0602024655128207,-0.431862326991855,0.517509552728234,0.700439240054226
"young",60,0.0431579616109597,0.625027842337395,1.05399100926673,0.397375471815568,-0.143405684040718,-0.270684685670454,0.483284730485298,0.701118686248745
"young",61,0.0601680995388956,0.672576857182552,1.54695298493817,2.40500222763117,1.92356085624442,0.510687898181971,0.254133841041695,0.653755207620695
"young",62,0.0647351585229525,0.550973284470072,1.64380121785112,0.570287300680502,-0.07870314827444,-1.40620498918001,0.571545671911732,0.721415033854106
"young",63,0.0356438303404893,0.695820687433135,1.24735023890069,1.00885264341473,1.64816455715231,-1.36318541991801,0.60004845021696,0.647289805404763
"young",64,0.0593803038127678,0.638859415548612,1.42276146714465,1.36482113134696,0.328952066339078,-1.1900307284572,0.67737510623139,0.717200678827011
"young",65,0.0603436286349103,0.62251439967412,1.49913551578796,2.15317375712235,0.811004609766732,0.940469958905806,0.518803781622752,0.692564963486116
"young",66,0.0341991055593815,0.675985719967107,1.07281258359124,0.491419765697795,0.773281485754319,0.830271838363277,0.447318313398551,0.660984004146458
"young",67,0.0502474261216819,0.68309093918708,1.41557962116832,2.42272829865897,1.65738863700723,0.833092480258112,0.42613541905155,0.649916331194763
"young",68,0.0327475577626007,0.618930715180782,1.08363076447958,0.737164522652173,1.18414261634947,-1.3591856721581,0.298919974992518,0.654806818686572
"young",69,0.0421525670003838,0.75237510996491,1.31673612598039,1.82943993147591,1.18744078393266,-1.7441533133059,0.516844844938652,0.661933886484495
"young",70,0.0296386925265242,0.666793594176408,0.879707488585376,0.600933990164188,-0.112925073836449,-0.644603481462434,0.463053703209773,0.674704600950291
"young",71,0.0441686063492492,0.666530040067091,1.18736168928914,1.50448903030911,0.920148328019607,-0.0141600162024661,0.644285666740191,0.698422783317344
"young",72,0.0475655317666044,0.628415322469835,1.18769652511582,0.441951598504949,0.357273106979842,-1.82655569384553,0.513936269055339,0.67075486453707
"young",73,0.0401507509492344,0.626277784386469,1.12519283865288,0.477133055390642,1.79809303148445,0.504386586490044,0.369107040247115,0.632338969595071
"young",74,0.0796569900480189,0.761770476062943,1.41106930640244,1.83933321886123,1.00397086368909,-1.22583462400919,0.65762070796287,0.70205451729562
"young",75,0.0396592037596468,0.589743811468017,1.34981226532492,0.674909110465139,2.05957085955119,-0.769494803766502,0.300847836576955,0.640916646363998
"young",76,0.0338550006216872,0.654351082539599,1.24022209591586,1.12608269145572,1.35204164023782,1.1519267242235,0.336794681960174,0.630466028822053
"young",77,0.0356621443895377,0.701456126823915,1.38814683192247,1.35207141326278,-1.38334240874092,-1.83606398097531,0.473937392117977,0.635881869525229
"young",78,0.0502702186857327,0.617136146317345,1.42859752128347,2.25814013807203,1.01518996062435,-0.212460244660265,0.522210373566831,0.715440994252263
"young",79,0.056250773054017,0.636103783015327,1.34078445872401,0.426514398862311,0.316605337654638,-1.77485067907341,0.583971871229641,0.687702667031787
"young",80,0.0548113009185063,0.647836549891859,1.26097741581293,2.0515120865155,-0.135691624406233,-1.34198187288554,0.59207534296823,0.704076886855598
"young",81,0.0350134190223693,0.644656566851371,0.999096471953595,0.499935924564038,0.376066797889956,0.323616417640265,0.427020247976969,0.682668895465927
"young",82,0.0326630562327955,0.616458108263447,1.16771267836445,0.65983853995117,-1.61956174403861,-0.205619158268321,0.530365965359819,0.639295368572319
"young",83,0.0467083207489599,0.639277710611157,1.29603990850241,2.69852732141592,1.17412517962768,-0.607805825856261,0.602348208856256,0.700150192169084
"young",84,0.0383884823671739,0.665719599095396,1.11496187032342,1.46776951155059,1.53742204668166,-0.820520688724006,0.594546094319716,0.658205863098196
"young",85,0.0464037483179826,0.59658054490927,1.67037336036183,0.415137422371076,0.501663508368405,-2.69274031292212,0.636960356290748,0.641176409460134
"young",86,0.0463156327263788,0.757811141453828,1.26015024680752,1.29256875186252,0.108651627303524,-1.7728519935871,0.544853325092979,0.679025421533828
"young",87,0.0375496308837355,0.617061549818231,1.05041582390921,1.5311983513851,0.969219433768262,-0.0954892850339787,0.421792058351188,0.680095566785599
"young",88,0.0338494259287578,0.670026442927361,1.1012654476577,0.999783108214841,1.6230309309834,-0.656697700493109,0.578448499123092,0.657453531603002
"young",89,0.0429844932046834,0.60129027779461,1.71372276496602,1.43204616033731,-0.974923348670513,-2.53676675068797,0.411677261772952,0.638189024282876
"young",90,0.0493084970259659,0.685671254237181,1.44461052988543,2.18589624506539,1.5210682184925,0.83640119493542,0.310261512784031,0.659621998249921
"old",91,0.217323743114622,0.364504031830469,1.4018389837585,0.869125814183289,0.0864878700755991,-0.747974077146814,0.228816567221117,0.644864309786235
"old",92,0.0784948989787272,0.438483177154169,1.25655126435264,0.544035648377265,1.72790700294625,-0.683351833109771,0.132719721787003,0.548007355595882
"old",93,0.0900163535854637,0.438734297534051,1.2198431053052,0.753650143976269,1.52863272678101,-0.187968516828308,0.0716485455044851,0.559740039482824
"old",94,0.207635026197958,0.41810738811551,1.18570099975527,0.636498871976891,1.20205525195565,-0.461078782966784,0.351688911304967,0.570841639676462
"old",95,0.116972312789781,0.442768456322732,1.20527563185052,0.707885621263648,1.62208194809695,0.226550504594351,0.0882803007518468,0.539538187916651
"old",96,0.061197325175949,0.448811032886161,1.23190192307323,1.17835661544045,0.764410818095509,-0.375333591879389,0.167966636803566,0.605911674862084
"old",97,0.14710321899956,0.471273506103438,1.37304920359605,0.686895891642429,1.26884434366763,-1.85053139551856,0.583583917548829,0.542996029822734
"old",98,0.0472675167380726,0.435863496943551,1.32431791122127,0.842891987418366,1.25492633930208,1.22236797596213,0.415134411032643,0.556280603001367
"old",99,0.1074593970724,0.374937835742798,1.46866558318312,0.790094908835829,-1.06554387056865,0.302832242284745,0.529951430746524,0.610613901877247
"old",100,0.0709521882771883,0.396131992251557,1.36914740254675,0.603134799876851,1.56656835001682,0.818080715752169,0.0834520656576358,0.577980237397394
"old",101,0.172277920514001,0.533569365562594,1.41709831169343,1.36621086237175,2.0934935775707,1.00050953811389,0.182588947968945,0.532590284183852
"old",102,0.0710322642919342,0.449117958325018,1.22309438047955,0.791166949541004,1.41941242522749,0.795278871106839,0.0708851476466678,0.540503374835601
"old",103,0.185816676471348,0.427638256196884,1.29568558288495,0.590265580814144,1.47959999663801,-0.0201126295007594,0.267896047240895,0.582711938942041
"old",104,0.0650535743628432,0.45856055686606,1.45624604787694,0.323458932643211,-0.370985004024388,-2.10821016658506,0.217564437999271,0.560399300281207
"old",105,0.0787150928742991,0.371435659700072,1.57900361231637,1.6465694419057,0.455003205682724,-1.91216310183352,0.191012336422128,0.618513865330418
"old",106,0.244434706731116,0.541667251150575,1.4617987431976,2.21188308649994,1.5535348227968,1.37234377130208,0.075239293530075,0.56605876758308
"old",107,0.0814387639424093,0.454550274765313,1.26927347692244,0.880281645349432,2.03655837712316,-0.14155381768443,0.104000275855491,0.533075255506242
"old",108,0.0505876240949943,0.441329215492838,1.1992866644715,0.717312048010958,0.982792561447765,0.552261076746178,0.0782726094030781,0.566072409016981
"old",109,0.617431153487033,0.398828407287741,1.38271674590673,0.298754872101535,-0.175724420879352,-1.63471580281927,0.177617003343904,0.590432359677344
"old",110,0.0717411002136994,0.446456967548004,1.22367971054557,0.442606094905507,-0.287229943158826,-0.779120047227629,0.423350283310419,0.590674522618346
"old",111,0.0395566001048401,0.435862475604775,1.17030762716798,0.715643106353447,-0.486182743689315,-0.592506723401564,0.408389963606892,0.569389584703658
"old",112,0.128210048134162,0.35247124935157,1.68877615264137,1.68158348579904,-2.57672595575458,-0.606316401450178,0.256419837091265,0.508179565290301
"old",113,0.11121980495815,0.410881498181207,1.40312414073317,0.482031381798006,0.206315019272894,-2.28422755995037,0.553422332075201,0.547227508146292
"old",114,0.101442081691128,0.459431738723664,1.26654950324618,0.84594727045679,2.00575734995195,0.137124617400164,0.0890717844709109,0.529343600733663
"old",115,0.0367959930008162,0.47125502768992,1.33411592870839,0.993122539225392,1.71987260488528,1.39739168198417,0.0550234616127677,0.501788657876319
"old",116,0.0458357560699853,0.454978393913845,1.18416353012767,0.533202970993859,1.43176854254021,0.0647792389281695,0.0699414959156204,0.546330857506064
"old",117,0.0383025516293656,0.454854731650207,1.35455519085671,0.442929802571418,-0.736173989037449,-2.11481481770505,0.23272984682058,0.500176596338948
"old",118,0.0615599450065972,0.446021654738682,1.33698362695049,0.464481055683283,-1.61811433716789,-1.02683005083208,0.570180524544626,0.513081214402235
"old",119,0.0946314023371077,0.505870645486956,1.39738089984109,0.193856559515213,0.339824100098391,0.251225154449681,0.341294863391636,0.661745728831067
"old",120,0.0917309901122042,0.451985327693698,1.39528179301499,1.02925230775483,2.23492857338445,1.27507674366858,0.171176955262369,0.484929211778254
"old",121,0.106784030633721,0.378060347392165,1.38494993936337,0.570894604841943,1.15783554957334,0.814027120566221,0.261327700248523,0.611303640596407
"old",122,0.122680512685318,0.44146457434371,1.15026015370383,0.662004902506245,1.06656715958941,-0.166018076977908,0.167462548506708,0.566274918349531
"old",123,0.0701488096587433,0.383353217387903,1.55454669551567,0.680749506439913,0.423110037309679,-2.23458224090214,0.426898220641344,0.582375244760624
"old",124,0.130695906097255,0.4425286200293,1.19316490571322,0.538213243251943,0.634999763101889,0.777697064351527,0.0842799465555304,0.573937200303548
"old",125,0.0935949319108553,0.465070415941335,1.24290685811545,0.352892320394044,0.88063240156533,-1.20247728181658,0.205238241410883,0.575616031970512
"old",126,0.0742103498020148,0.519728120506873,1.44374136255193,1.30344933186523,1.130863883648,-1.2749629682133,0.0877150326427686,0.611367006275989
"old",127,0.0642663501933223,0.453176611428674,1.32411886893184,0.697612705144265,2.34915242712409,0.469058724839977,0.144533512804516,0.497799441989513
"old",128,0.120869350789414,0.41992522210165,1.63300322970501,0.694464381856261,0.23324891019373,-1.98675282460637,0.322782989161241,0.627151332490664
"old",129,0.0657877379850275,0.40759130196955,1.22995880608586,1.24221924644036,-0.27156824819062,-0.571783082276437,0.355745659791036,0.601023762031491
"old",130,0.0744878529371274,0.426765965385726,1.2517299689244,0.469663513589149,1.4379268632129,0.928476643256992,0.10473521023318,0.543473763515459
"old",131,0.0475617317114555,0.451464998125145,1.26225147091521,0.56944768793498,2.03425676548927,-0.0459055865374011,0.0427797187801858,0.523630282532267
"old",132,0.131165569185456,0.404080306535877,1.37796013257189,0.613365444022501,0.80264725238994,-0.7765684373119,0.425311913562112,0.635958680872643
"old",133,0.16225234944171,0.488365763278226,1.41654182109406,1.63321266925192,1.9018689139213,0.926027387793892,0.131906246241988,0.554652343928624
"old",134,0.0608133489520241,0.430408019585863,1.67607830197461,0.766152967341524,-2.43521637877211,-1.84741602765382,0.242197175310631,0.452977649418183
"old",135,0.10480820411698,0.467834220195355,1.3358724394796,0.846564549940553,0.296058435370629,-2.1582456072524,0.184650804914659,0.531228890670235
"old",136,0.0679756962038048,0.425902119695977,1.42940793802626,0.608056943099941,-1.43701971422627,-1.51759263905524,0.526829790573307,0.527813604228104
"old",137,0.209782025946879,0.519401098711602,1.26333138165761,1.92661537520517,1.09971315707324,0.599450184637396,0.613770158053984,0.581287957376474
"old",138,0.131205146306669,0.432609669826003,1.26520705448765,0.391449820227844,0.215579262398395,-0.684771680561049,0.356289489196218,0.622561642045531
"old",139,0.034677957452637,0.447217369173953,1.50570124648628,0.567275031681412,-0.112301579379774,-2.91283811136535,0.502327044258208,0.484038786723517
"old",140,0.184709009229576,0.454394938896152,1.41198621471763,0.528926589469727,0.977505889076414,-2.10930513544374,0.56330713568536,0.551065007579369
"old",141,0.0922485879414666,0.429926219165774,1.30227110108176,0.572867864425022,1.91265442653417,0.550329663009168,0.122693501539913,0.542689533528033
"old",142,0.0990865428164865,0.427525366819772,1.32804628649982,0.278157293933939,0.257410237776331,-0.854430751239437,0.195284489571342,0.633225901803731
"old",143,0.0654911281525993,0.472896239959295,1.46440327410073,1.30221858077649,2.19250879195111,1.58310921633616,0.17673665276141,0.476973106477892
"old",144,0.0935281975423433,0.441011161167953,1.4530038731237,0.284559179872443,0.632337805315249,-1.31965314747947,0.268903288960588,0.634483026522529
"old",145,0.0934770417655236,0.442275574777778,1.4489284588,0.285859587815445,0.618088660881788,-1.34825785168275,0.271753049892916,0.634141964869499
"old",146,0.345915539199416,0.419680996331664,1.7909736787894,0.417703801899477,-0.333612736894729,-1.82562707139886,0.135003804262121,0.651618442867379
"old",147,0.110825981555986,0.454608288695954,1.20337839384017,0.62936956737603,0.593114600172181,-1.51524375611984,0.289256781847091,0.545958025931193
"old",148,0.0568245132896201,0.446317704949454,1.26964578558002,0.430972831075842,2.05985711653365,-0.489713113105402,0.062735574448712,0.518946239621394
"old",149,0.11030516756696,0.461300188466264,1.4288356177253,0.960604578880182,2.30441023760658,1.40144980164325,0.149355066083962,0.485665054441643
"old",150,0.0566801800545989,0.450533559053469,1.5878050909373,0.431995432061745,-1.96128999588496,-2.22024646796088,0.600929217065809,0.459506946799012
"old",151,0.0959396716007789,0.433332631976,1.42880120744048,0.462809783151627,1.09933575287873,1.07429268295412,0.0768670370535889,0.604939206703343
"old",152,0.0837108511963486,0.447644040285681,1.40555422290747,0.855610404794312,2.55912622279212,0.338175608506033,0.251165874737527,0.499736903710722
"old",153,0.0506254585673675,0.440660719826547,1.5335553059322,0.388447096140756,-1.8712094934369,-1.37807766326279,0.316534963466212,0.517339333973993
